,Title,Year,Release Date,Rating,Num Raters,Popularity,Runtime (hrs),Budget ($),Revenue ($),Profit ($),Genres,Actors,Keywords,Production Companies,Countries
1549,Ant-Man and the Wasp,2018,2018-07-04,7.0,11146,51.892,1.98,140000000,622674139,482674139.0,"['Action', 'Adventure', 'Science Fiction']","['Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins', 'Bobby Cannavale', 'Judy Greer', 'T.I.', 'David Dastmalchian', 'Hannah John-Kamen', 'Abby Ryder Fortson', 'Randall Park', 'Michelle Pfeiffer', 'Laurence Fishburne', 'Michael Douglas', 'Divian Ladwa', 'Goran Kostić', 'Rob Archer', 'Sean Kleier', 'Benjamin Byron Davis', 'Michael Cerveris', 'Riann Steele', 'Dax Griffin', 'Hayley Lovitt', 'Langston Fishburne', 'RaeLynn Bratten', 'Madeleine McGraw', 'Tim Heidecker', 'Stan Lee', 'Charles Justo', 'Brian Huskey', 'Suehyla El-Attar', 'Julia Vera', 'Jessica Winther', 'Norwood J. Cheek Jr.', 'Bryan Lugo', 'Darcy Shean', 'Torrey Vogel', 'Simon Potter', 'Jon Wurster', 'Tom Scharpling', 'Ana Maria Quintana', 'Virginia Hamilton', 'Natasha Zouves', 'Jessica Castro', 'Reggie Aqui', 'Mika Kubo', 'Joshua Mikel', 'Chris Gann', 'Sergio Briones', 'Denney Pierce', 'Vanessa Ross', 'Zachary Culbertson', 'Steven Wiig', 'Timothy Carr', 'Sawyer D. Jones', 'Rick Richardson', 'Benjamin Weaver', 'Jamel Chambers', 'Jennifer Black', 'Sandra Dee Richardson', 'Dale Liner', 'John Ozuna', 'Marcella Bragio', 'Sophia Marcs', 'William W. Barbour', 'Kevin Carscallen', 'Seth McCracken', 'Andy Arness', 'Dawn Bracken', 'James Siderits', 'Christine Marie Evans', 'Hayley Gagner', 'Blake Vogt', 'Gail Gamble', 'Linda Joy Henry', 'Anne Luna', 'Anne-Marie Olsen', 'Etienne Vick', 'Mike Nicco', 'Alexis Smith', 'Marcus Young', 'John Lobato', 'Ed Moy', 'Corey Seaver']","['Insect', 'Ant', 'Shrinking', 'Sequel', 'Superhero', 'Based On Comic', 'Miniaturization', 'Giant Man', 'Aftercreditsstinger', 'Duringcreditsstinger', 'Marvel Cinematic Universe (Mcu)']",['Marvel Studios'],['United States of America']
1550,Sully,2016,2016-09-07,7.2,6041,26.606,1.60,60000000,240797623,180797623.0,"['Drama', 'History']","['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Anna Gunn', 'Autumn Reeser', 'Holt McCallany', ""Mike O'Malley"", 'Jamey Sheridan', 'Jerry Ferrara', 'Molly Hagan', 'Max Adler', 'Sam Huntington', 'Wayne Bastrup', 'Valerie Mahaffey', 'Jeff Kober', 'Chris Bauer', 'Katie Couric', 'Michael Rapaport', 'Vincent Lombardi', 'Cooper Thornton', 'Noelle Fink', 'Doris McCarthy', 'Purva Bedi', 'Christopher Curry', 'Grant Roberts', 'Graham Sibley', 'Ann Cusack', 'Patch Darragh', 'Shaun Rey', 'Shane P. Allen', 'Justin Michael Woods', 'Tommy McInnis', 'Marc Chouen', 'Jane Gabbert', 'Blake Jones', 'Kamron Leal', 'Laura Lundy Wheale', 'Michael Joseph Donlan', 'Kelly L. Moran', 'Ashley Austin Morris', 'Brandon Van Vliet', 'Lynn Marocola', 'Marcia DeBonis']","['New York City', 'Pilot', 'Airplane', 'Investigation', 'Biography', 'Based On True Story', 'Travel', 'Rescue', 'Aviation', 'Airplane Accident', 'Based On Memoir Or Autobiography', 'Hudson River']","['Malpaso Productions', 'FilmNation Entertainment', 'Flashlight Films', 'Warner Bros. Pictures', 'RatPac Entertainment', 'The Kennedy/Marshall Company']",['United States of America']
1551,Ferdinand,2017,2017-12-09,7.2,2379,63.284,1.80,111000000,295038508,184038508.0,"['Animation', 'Family', 'Adventure', 'Comedy']","['John Cena', 'Kate McKinnon', 'Anthony Anderson', 'Bobby Cannavale', 'David Tennant', 'Peyton Manning', 'Gina Rodriguez', 'Daveed Diggs', 'Gabriel Iglesias', 'Miguel Ángel Silvestre', 'Raúl Esparza', 'Jerrod Carmichael', 'Lily Day', 'Juanes', 'Flula Borg', 'Boris Kodjoe', 'Sally Phillips', 'Jeremy Sisto', 'Colin H. Murphy', 'Julia Scarpa Saldanha', 'Jack Gore', 'Nile Diaz', 'Jet Jurgensmeyer', 'Karla Martínez', 'Richard Gould', 'Carlos Saldanha', 'Luis Carlos de la Lombana', 'Rafael Scarpa Saldanha', 'Jordi Caballero', 'Maria Peyramaure', 'Nazanin Homa', 'Andreas A. Esparza', 'James Palumbo', 'Bernardo de Paula', 'Belita Moreno', 'Tim Nordquist', 'Alvaro Mendoza', 'Carlos Reig-Plaza', 'Cindy Slattery', 'Jason Fricchione', 'Susana Ballesteros', 'Ana Patricia Gámez', 'Laura Bayonas', 'Susana G. Esteban', 'Johnny Gidcomb', 'Adrian Gonzalez', 'Andrea Lareo', 'Andre Robinson', 'Carter Sand', 'Julian Zane']","['Spain', 'Madrid, Spain', 'Europe', 'Friendship', 'Remake', 'Anthropomorphism', 'Bull', ""Based On Children'S Book"", 'Capture']","['Blue Sky Studios', '20th Century Fox Animation', 'Davis Entertainment', '20th Century Fox']","['Spain', 'United States of America']"
1552,John Mulaney: The Comeback Kid,2015,2015-11-13,7.8,196,5.247,1.03,0,0,,['Comedy'],['John Mulaney'],['Stand-Up Comedy'],"['3 Arts Entertainment', 'Irwin Entertainment']",['United States of America']
1553,First Man,2018,2018-10-10,7.0,4472,18.962,2.35,70000000,105702570,35702570.0,"['History', 'Drama']","['Ryan Gosling', 'Claire Foy', 'Jason Clarke', 'Kyle Chandler', 'Corey Stoll', 'Patrick Fugit', 'Christopher Abbott', 'Ciarán Hinds', 'Olivia Hamilton', 'Pablo Schreiber', 'Shea Whigham', 'Lukas Haas', 'Ethan Embry', ""Brian d'Arcy James"", 'Cory Michael Smith', 'Kris Rey', 'Gavin Warren', 'Luke Winters', 'Connor Blodgett', 'Lucy Stafford', 'J.D. Evermore', 'Leon Bridges', 'Steve Coulter', 'Skyler Bible', 'William Gregory Lee', 'Choppy Guillotte', 'Braydyn Nash Helms', 'Edmund Grant', 'Callie Brown', 'Claire Smith', 'Brady Smith', 'John David Whalen', 'Matthew Glave', 'Rodney J. Hobbs', 'Kermit Rolison', 'Willie Repoley', 'Ben Owen', 'Jim Stearns', 'James H. Williams', 'Helen S. Jackson', 'Ambrit Millhouse', 'Mark Armstrong', 'Kevin Buttimer', 'Dustin Lewis', 'Robert Hatch', 'Anna Chazelle', 'Tyner Rushing', 'Myra Brown', 'Ronald Hicks', 'Lawrence Jonasson', 'Irina Labouz', 'Anthony Paolucci', 'Philip Boyd', 'Stephanie Turner', 'Timothy Batten', 'Aurelien Gaya', 'Todd Truley', 'Mark Kelly', 'Tim Olcott', 'Andrea Maria Hintermaier', 'Jamie Anne Allman', 'Charles Carroll', 'Brian Mahoney', 'Donald Watkins', 'Tess Oakland', 'Michael Lee Kimel', 'Ryan Clay Forbes', 'Joshua Powell', 'Thomas Clay Strickland', 'Brad Kitchen', 'Tim Harper', 'Andrew Armstrong', 'Kevin Johnson', 'Damian Lovello', 'Nelson Bonilla', 'Shawn Eric Jones', 'Andrew Stahl', 'Mark Kirkman', 'Brian David McCay', 'Mark Schlichting', 'Mark Yurgil', 'Andrew Buckman', 'Christopher Sgubin', 'Greg Puckett', 'Perry Zulu Jr.', 'Kent Wagner', 'Katelyn Davis', 'George Linkenback', 'Milton Saul', 'Aaron J. Brooks']","['Moon', 'Based On Novel Or Book', 'Nasa', 'Obsession', 'Sacrifice', 'Space Travel', 'Space Mission', 'Wife', 'Biography', 'Engineer', 'Moon Landing', 'Based On True Story', 'Space', 'Cancer', 'Astronaut', 'Historical Event', 'Death Of Daughter', 'Compromise', 'Test Pilot', '1960S', 'Apollo Program']","['DreamWorks Pictures', 'Temple Hill Entertainment', 'Universal Pictures', 'Amblin Entertainment', 'Phantasma Films']",['United States of America']
1554,No Time to Die,2021,2021-09-29,7.5,4109,242.743,2.72,250000000,774153007,524153007.0,"['Adventure', 'Action', 'Thriller']","['Daniel Craig', 'Léa Seydoux', 'Rami Malek', 'Lashana Lynch', 'Ralph Fiennes', 'Ben Whishaw', 'Naomie Harris', 'Rory Kinnear', 'Jeffrey Wright', 'Billy Magnussen', 'Christoph Waltz', 'David Dencik', 'Ana de Armas', 'Dali Benssalah', 'Lisa-Dorah Sonnet', 'Coline Defaud', 'Mathilde Bourbin', 'Hugh Dennis', 'Priyanga Burford', 'Joe Grossi', 'Nicola Olivieri', 'Pio Amato', 'Javone Prince', 'Davina Moon', 'Brigitte Millar', 'Eliot Sumner', 'Michael Herne', 'Lourdes Faberes', 'Gordon Alexander', 'Andrei Nova', 'Gediminas Adomaitis', 'Amy Morgan', 'Lizzie Winkler', 'Andy Cheung', 'Hayden Phillips', 'Rae Lim', 'Steve Barnett', 'Tuncay Gunes', 'Clem So', 'Denis Khoroshko', 'Philip Philmar', 'Raymond Waring', 'Eliot Sumner', 'Rod Hunt', 'Ahmed Bakare', 'Douglas Bunn', 'Toby Sauerback', 'Julian Ferro', 'David Olawale Ayinde', 'Zoltan Rencsar', 'Ross Donnelly', 'John Farrer', ""Paul O'Kelly"", 'Michael G. Wilson']","['Spy', 'British Secret Service', 'Nanobots']","['Eon Productions', 'Metro-Goldwyn-Mayer', 'United Artists', 'Universal Pictures']","['United Kingdom', 'United States of America']"
1555,The Strangers: Prey at Night,2018,2018-03-07,5.6,1087,19.889,1.42,12500000,31039126,18539126.0,"['Horror', 'Thriller']","['Bailee Madison', 'Lewis Pullman', 'Christina Hendricks', 'Martin Henderson', 'Emma Bellomy', 'Damian Maffei', 'Lea Enslin', 'Preston Sadleir', 'Leah Roberts', 'Gabriel A. Byrne', 'Mary Louise Casanta', 'Ken Strunk', 'Rachel Kuhn']","['Road Trip', 'Swimming Pool', 'Sequel', 'Murder', 'Serial Killer', 'Slasher', 'Home Invasion', 'Cross Country', 'Stranger', 'Mysterious Stranger', 'Handgun', 'Mobile Home']","['Aviron Pictures', 'White Comet Films', 'Bloom', 'Rogue Pictures', 'Universal Pictures', 'The Fyzz']","['United Kingdom', 'United States of America']"
1556,The Disaster Artist,2017,2017-03-12,7.1,3063,12.036,1.73,10000000,29820616,19820616.0,"['Comedy', 'Drama']","['James Franco', 'Dave Franco', 'Seth Rogen', 'Alison Brie', 'Ari Graynor', 'Jacki Weaver', 'Josh Hutcherson', 'Zac Efron', 'Paul Scheer', 'June Diane Raphael', 'Megan Mullally', 'Jason Mantzoukas', 'Andrew Santino', 'Nathan Fielder', 'Joe Mande', 'Sharon Stone', 'John Early', 'Melanie Griffith', 'Hannibal Buress', 'Charlyne Yi', 'Jessie Ennis', 'Peter Gilroy', 'Lauren Ash', 'Karen Macarah', 'Sugar Lyn Beard', 'Bob Odenkirk', 'Brian Huskey', 'Megan Ferguson', 'Randall Park', 'Steven Liu', 'Tommy Wiseau', 'Casey Wilson', 'Jerrod Carmichael', 'Xosha Roquemore', 'Kelly Oxford', 'Kether Donohue', 'Jeffrey C. Goodell', 'Dree Hemingway', 'Angelyne', 'Ike Barinholtz', 'Tom Franco', 'Zoey Deutch', 'Kevin Smith', 'Keegan-Michael Key', 'Adam Scott', 'Danny McBride', 'Kristen Bell', 'J.J. Abrams', 'Lizzy Caplan', 'Bryan Cranston', 'Judd Apatow', 'Zach Braff', 'David DeCoteau', 'Dylan Minnette', 'Kate Upton', 'Brett Gelman', 'Christopher Mintz-Plasse', 'Jason Mitchell', 'Greg Sestero', 'Eliza Coupe', 'Erin Cummings', 'Michelle Arthur', 'Ricky Mabe', 'Shane Ryan', 'Tamzin Brown', 'Cate Freedman', 'Amechi Okocha', 'Cameron Brinkman', 'Nicole Gordon-Levitt', 'Elizabeth Hirsch-Tauber', 'Jenna Curtis', 'Frederick Keeve', 'Adwin Brown', 'Slim Khezri', 'Corey Weber', 'Phillip E. Walker', 'Katherine Neff', 'Taylor DeVoe', 'Johnny Meyer', 'Tearra Oso', 'Vince Chavez', 'Isaac Phillips', 'Krista West', 'Aidiye Aidarbekov', 'Kara Gibson', 'Resit Berker Enhos', 'Tudor Munteanu', 'Frank Lui Geo', 'Bill Rojas', 'Mark Anthony Petrucelli', 'Zhubin Rahbar', 'Javi Sánchez-Blanco Boyer', 'Jolie Mitnick Salter', 'Ramona Tibrin', 'Frankie Ponce', 'Vincent Marinelli', 'Adonis Simmons', 'Elena Cristiean', 'Cerra Angela Vallentine', 'Ron Saylor', 'Danny Finneran', 'Eloho Josephine Okujeni', 'Dan Byelich', 'Cynthia Natera', 'Jordan Daem', 'Max Valentine']","['Based On Novel Or Book', 'Jealousy', 'Immigrant', 'Ambition', 'Biography', 'Based On True Story', 'Behind The Scenes', 'Disaster', 'Hollywood', 'Desire', 'Wealthy Man', 'Strange Behavior', 'Strange Person', 'Socially Awkward', 'Film Production', 'Bad Acting']","['New Line Cinema', 'Rabbit Bandini Productions', 'Point Grey Pictures', 'Good Universe', 'RatPac Entertainment', 'Ramona Films']",['United States of America']
1557,Your Name.,2016,2016-08-26,8.5,8718,199.486,1.77,0,357986087,,"['Romance', 'Animation', 'Drama']","['Ryûnosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yuki', 'Nobunaga Shimazaki', 'Kaito Ishikawa', 'Kanon Tani', 'Masaki Terasoma', 'Sayaka Ohara', 'Kazuhiko Inoue', 'Chafurin', 'Yuka Kato', 'Kana Hanazawa', 'Shinya Hamazoe', 'Masami Nagasawa', 'Etsuko Ichihara', 'Yuka Terasaki', 'Takashi Onozuka', 'Kanami Satou', 'Shinjirō Gōda', 'Yasuhiro Kikuchi', 'Tamari Hinata', 'Nozomi Yamane', 'Yuuki Shin', 'Tatsuya Murakami', 'Nodoka Hasegawa', 'Baron Yamazaki', 'Suguru Inoue', 'Ryoko Usami', 'Miho Morisaki', 'Tsuyoshi Minamijima', 'Aika Oomae', 'Tomohiro Yamaguchi', 'Takayuki Nakatsukasa', 'Hiroki Matsukawa', 'Shouko Negoro', 'Yuki Ominami', 'Manami Hanawa', 'Miho Tabata', 'Eriko Tomioka', 'Eiji Yamamoto', 'Yôhei Namekawa']","['Time Travel', 'Race Against Time', 'Comet', 'Natural Disaster', 'Supernatural', 'Afterlife', 'Romance', 'School', 'Body-Swap', 'Nonlinear Timeline', 'Star Crossed Lovers', 'Anime', 'Dreams']","['CoMix Wave Films', 'Toho', 'Kadokawa', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment']",['Japan']
1558,"I, Daniel Blake",2016,2016-10-21,7.8,1129,10.854,1.67,0,15793051,,['Drama'],"['Dave Johns', 'Hayley Squires', 'Dylan McKiernan', 'Briana Shann', 'Kate Rutter', 'Sharon Percy', 'Kema Sikazwe', 'Natalie Ann Jamieson', 'Micky McGregor', 'Colin Coombs', 'Harriet Ghost', 'Stephen Clegg', 'David Murray', 'Bryn Jones', 'Andy Kidd', 'Julie Nicholson', 'Viktoria Kay', 'Mick Laffey', 'John Sumner', 'Mickey Hutton', 'Jane Birch', 'Dan Li', 'Stephen Halliday', 'Malcolm Shields', 'Shaun Prendergast', 'James Hepworth', 'Rob Kirtley', 'Gavin Webster']","['Heart Attack', 'Northern England', 'Single Mother', 'Compassion', 'Carpenter', 'Social Services', 'Welfare', 'Social Realism', 'Social Security', 'Newcastle Upon Tyne', 'Healthcare', 'Desperate', 'Labor Rights']","['Why Not Productions', 'Wild Bunch', 'Sixteen Films', 'Les Films du Fleuve', 'BFI', 'BBC Films']","['Belgium', 'France', 'United Kingdom']"
1559,Dunkirk,2017,2017-07-19,7.5,14069,30.063,1.78,100000000,527000000,427000000.0,"['War', 'Action', 'Drama']","['Fionn Whitehead', 'Tom Hardy', 'Mark Rylance', 'Kenneth Branagh', 'Cillian Murphy', 'Barry Keoghan', 'Harry Styles', 'Aneurin Barnard', 'Damien Bonnard', 'Lee Armstrong', 'James Bloor', 'Tom Glynn-Carney', 'Jack Lowden', 'Luke Thompson', 'Michel Biel', 'Constantin Balsan', 'Billy Howle', 'Mikey Collins', 'Callum Blake', 'Dean Ridge', 'Bobby Lockwood', 'Will Attenborough', 'Tom Nolan', ""James D'Arcy"", 'Matthew Marsh', 'Adam Long', 'Miranda Nolan', 'Bradley Hall', 'Jack Cutmore-Scott', 'Brett Lorenzini', 'Michael Fox', 'Brian Vernel', 'Elliott Tittensor', 'Kevin Guthrie', 'Harry Richardson', 'Jochum ten Haaf', 'Johnny Gibbon', 'Richard Sanderson', 'Kim Hartman', 'Calam Lynch', 'Charley Palmer Rothwell', 'Tom Gill', 'John Nolan', 'Bill Milner', 'Jack Riddiford', 'Harry Collett', 'Eric Richard', 'Michael Caine', 'Johnny Otto']","['France', 'Beach', 'Europe', 'World War Ii', 'Evacuation', 'Pilot', 'British Army', 'Allies', 'Army', 'Royal Navy', 'Based On True Story', 'Survival', 'Rescue Mission', 'Military Officer', 'Historical Fiction', 'Soldier', 'Private', 'Military', 'Dunkirk', '1940S', 'Royal Air Force', 'Raf']","['Warner Bros. Pictures', 'Syncopy']","['France', 'Netherlands', 'United Kingdom', 'United States of America']"
1560,The Favourite,2018,2018-11-23,7.6,4390,11.919,1.98,15000000,95918706,80918706.0,"['Drama', 'Comedy']","['Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-Pé', 'John Locke', 'Everal Walsh', 'Timothy Innes', 'Basil Eidenbenz', 'James Melville', 'Declan Wyer', 'Anthony Dougall', 'Ben English', 'Peter Brookes', 'Wilson Radjou-Pujalte', 'Gavin Henderson', 'Callum Lewin', 'Liam Fleming', 'Angela Hicks', 'Martin Pemberton']","['Great Britain', 'Queen', 'Rivalry', 'Rabbit', 'Lgbt', '18Th Century', 'Duchess', 'Palace Intrigue', 'Aristocracy', 'British Monarchy', 'War Of The Spanish Succession', 'Drop Disease']","['Waypoint Entertainment', 'Element Pictures', 'Scarlet Films', 'Film4 Productions', 'Fox Searchlight Pictures']","['Ireland', 'United Kingdom', 'United States of America']"
1561,Then Came You,2019,2019-02-01,7.5,383,9.669,1.62,0,0,,"['Comedy', 'Drama']","['Maisie Williams', 'Asa Butterfield', 'Nina Dobrev', 'Tyler Hoechlin', 'David Koechner', 'Peyton List', 'Tituss Burgess', 'Sonya Walger', 'Margot Bingham', 'Ken Jeong', 'Colin Moss', 'Briana Venskus', 'Ron Simons', 'Angel Valle Jr.', 'L. Steven Taylor', 'Francesca Noel', 'Ann Osmond', 'Crystal Tweed', 'Ashlyn Alessi', 'Billy Thomas Myott']","['Airport', 'Terminal Illness', 'Hypochondriac', 'Coming Of Age', 'Bucket List']","['BCDF Pictures', 'Voltage Pictures']",['United States of America']
1562,Hush,2016,2016-03-12,6.7,3825,14.139,1.37,0,0,,"['Horror', 'Thriller']","['Kate Siegel', 'John Gallagher Jr.', 'Samantha Sloyan', 'Michael Trucco', 'Emilia Graves']","['Deaf-Mute', 'Deaf', 'Knife', 'Computer', 'Alone', 'Murder', 'Mute', 'Serial Killer', 'Stabbing', 'Trapped', 'Bow And Arrow', 'Iphone']","['Intrepid Pictures', 'Blumhouse Productions']",['United States of America']
1563,Moonlight,2016,2016-10-21,7.4,6103,19.834,1.85,4000000,65046687,61046687.0,['Drama'],"['Trevante Rhodes', 'André Holland', 'Janelle Monáe', 'Ashton Sanders', 'Jharrel Jerome', 'Alex Hibbert', 'Jaden Piner', 'Naomie Harris', 'Mahershala Ali', 'Shariff Earp', 'Duan Sanderson', ""Herman 'Caheej' McGloun"", 'Kamal Ani-Bellow', 'Keomi Givens', 'Eddie Blanchard', 'Rudi Goblen', 'Edson Jean', 'Patrick Decile', 'Herveline Moncion', 'Fransley Hyppolite', 'Jesus Mitchell', 'Larry Anderson', 'Tanisha Cidel', 'Stephon Bron', 'Don Seward', 'Justin Ebenhack']","['Drug Abuse', 'Parent Child Relationship', 'Florida', 'Fight', 'Drug Addiction', 'Restaurant', 'Drug Dealer', 'Ghetto', 'High School', 'Male Homosexuality', 'Coming Of Age', 'Lgbt', 'Addict', 'Black Lgbt', 'Gay Theme', 'Gay']","['A24', 'Plan B Entertainment', 'PASTEL', 'Upload Films', 'Altitude Film Entertainment']","['United Kingdom', 'United States of America']"
1564,A Silent Voice: The Movie,2016,2016-09-17,8.4,2948,114.386,2.17,0,30156463,,"['Animation', 'Drama', 'Romance']","['Miyu Irino', 'Saori Hayami', 'Aoi Yuki', 'Kensho Ono', 'Yuki Kaneko', 'Yui Ishikawa', 'Megumi Han', 'Toshiyuki Toyonaga', 'Mayu Matsuoka', 'Sachiko Kojima', 'Hana Takeda', 'Fuminori Komatsu', 'Ikuko Tani', 'Erena Kamata', 'Ayano Hamaguchi', 'Ryunosuke Watanuki', 'Ryo Nishitani', 'Takuya Masumoto', 'Satsuki Yukino', 'Akiko Hiramatsu']","['Deaf', 'Friendship', 'High School', 'Bullying', 'Coming Of Age', 'Based On Manga', 'Woman Director', 'Sign Languages', 'Anime', 'Japanese School']","['Kyoto Animation', 'ABC Animation', 'Kodansha', 'Pony Canyon', 'Quaras', 'Shochiku']",['Japan']
1565,Space Jam: A New Legacy,2021,2021-07-08,7.0,3124,243.159,1.92,161900000,162892228,992228.0,"['Family', 'Animation', 'Comedy', 'Science Fiction']","['LeBron James', 'Don Cheadle', 'Cedric Joe', 'Jeff Bergman', 'Gabriel Iglesias', 'Zendaya', 'Eric Bauza', 'Candi Milo', 'Bob Bergen', 'Fred Tatasciore', 'Anthony Davis', 'Damian Lillard', 'Klay Thompson', 'Nneka Ogwumike', 'Diana Taurasi', 'Sonequa Martin-Green', 'Ceyair J. Wright', 'Harper Leigh Alexander', 'Khris Davis', 'Xosha Roquemore', 'Stephen Kankole', 'Jalyn Hall', 'Wood Harris', 'Jordan Thomas', 'Sue Bird', 'Draymond Green', 'A’ja Wilson', 'Randy Mims', ""Gerald 'Slink' Johnson"", 'Sarah Silverman', 'Steven Yeun', 'Ernie Johnson', 'Lil Rel Howery', 'Michael B. Jordan', 'Rosario Dawson', 'Justin Roiland', 'Kimberly Brooks', 'Barack Obama', 'Michelle Obama', 'David Stern']","['Sports', 'Basketball', 'Cartoon', 'Game', 'Live Action And Animation']","['Warner Animation Group', 'SpringHill Entertainment', 'Proximity Media']",['United States of America']
1566,mother!,2017,2017-09-13,7.0,5693,17.655,2.02,30000000,44516999,14516999.0,"['Drama', 'Horror', 'Mystery']","['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer', 'Brian Gleeson', 'Domhnall Gleeson', 'Jovan Adepo', 'Amanda Chiu', 'Patricia Summersett', 'Eric Davis', 'Raphael Grosz-Harvey', 'Emily Hampshire', 'Abraham Aronofsky', 'Luis Oliva', 'Stephanie Ng Wan', 'Chris Gartin', 'Stephen McHattie', 'Ambrosio De Luca', 'Gregg Bello', 'Arthur Holden', 'Henry Kwok', 'Alex Bisping', 'Koumba Ball', 'Robert Higden', 'Elizabeth Neale', 'Kristen Wiig', 'Scott Humphrey', 'Marcia Jean Kurtz', 'Anton Koval', 'Carolyn Fe', 'Anana Rydvald', 'Cristina Rosato', 'Pierre Simpson', 'Mylene Savoie', 'Gitz Crazyboy', ""Shaun O'Hagan"", 'Sabrina Campilii', 'Stanley B. Herman', 'Mizinga Mwinga', 'Genti Bejko', 'Andreas Apergis', 'Julianne Jain', 'Julien Irwin Dupuy', 'Bronwen Mantel', 'Amanda Warren', 'Mason Franklin', 'Laurence Leboeuf', 'Sarah-Jeanne Labrosse', 'Xiao Sun', 'Melissa Toussaint', 'Fred Nguyen Khan', 'Danny MAlin', 'Adam Bernett', 'Bineyam Girma', 'Oliver Koomsatira', 'Mercedes Leggett', 'Alain Chanoine', 'Kimberly Laferriere', 'Deena Aziz', 'Izabela Dąbrowska', 'Hamza Haq', 'Vitali Makarov', 'Daniela Sandiford', 'Nathaly Thibault', 'Chloë Bellande', 'Nobuya Shimamoto']","['Riot', 'Nightmare', 'Pregnancy', 'Surrealism', 'Writer', 'Cannibal', 'Stranger', 'Uninvited Guest']","['Protozoa Pictures', 'Paramount']",['United States of America']
1567,Hidden Figures,2016,2016-12-10,8.0,7751,47.194,2.12,25000000,230698791,205698791.0,"['Drama', 'History']","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner', 'Kirsten Dunst', 'Jim Parsons', 'Mahershala Ali', 'Glen Powell', 'Ariana Neal', 'Saniyya Sidney', 'Zani Jones Mbayise', 'Donna Biscoe', 'Olek Krupa', 'Aldis Hodge', 'Kimberly Quinn', 'Frank Hoyt Taylor', 'Lidya Jewett', 'Karan Kendrick', 'Jaiden Kaine', 'Kurt Krause', 'Ken Strunk', 'Selah Kimbro Jones', 'Tre Stokes', 'Corey Mendell Parker', 'Ashton Tyler', 'Alkoya Brunson', 'Ron Clinton Smith', 'Gregory Alan Williams', 'Maria Howell', 'Arnell Powell', 'Crystal Lee Brown', 'Tequilla Whitfield', 'Dane Davenport', 'Evan Holtzman', 'Travis Smith', 'Scott Michael Morgan', 'Chris Cavalier', 'Robert G. McKay', 'Rhoda Griffis', 'Karen Wheeling Reynolds', 'Kate Kneeland', 'Joe Knezevich', 'Paul Ryden', 'John Atwood', 'Jon Edwin Wright', 'Wilbur Fitzgerald', 'Michael Hartson', 'Bob Jennings', 'Gary Weeks', 'Afemo Omilami', 'Cullen Moss', 'Amy Tipton', 'Elijah Everett', 'Andre Pushkin', 'Randall Newsome', 'Joe Hardy Jr.', 'Howie Johnson', 'David Kallaway', 'Addison Rose Melfi', 'Paige Nicollette']","['Nasa', 'Sexism', 'Biography', 'Mathematics', 'Racial Segregation', 'Racism', 'Historical Fiction', 'Scientist', 'Space Race', 'Discrimination', '1960S', 'Space Program', 'African American History']","['Fox 2000 Pictures', 'Levantine Films', 'Chernin Entertainment']",['United States of America']
1568,Split,2016,2016-11-15,7.3,14979,65.894,1.95,9000000,278454358,269454358.0,"['Horror', 'Thriller']","['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Kim Director', 'Lyne Renee', 'M. Night Shyamalan', 'Peter Patrikios', 'Roy James Wilson', 'Robert Bizik', 'Izzie Coffey', 'Rosemary Howard', 'Junnie Lopez', 'Steven Dennis', 'Matthew Nadu', 'Barbara Edwards', 'Kash Goins', 'James Robinson Jr.', 'Corinne Costa', 'John Mitchell', 'Andrea Havens', 'Shawn Gonzalez', 'Kelly Werkheiser', 'Aleksandra Svetlichnaya', 'Jalina Mercado', 'Michael J. Kraycik', 'Michaela Bockarie', 'Colin Campbell', 'Nakia Dillard', 'John Jillard Sr.', 'Julie Potter', 'Ukee Washington', 'Christopher Lee Philips', 'Bruce Willis', 'Vincent Riviezzo', 'Gary Ayash', 'Jeff Buckner']","['Child Abuse', 'Kidnapping', 'Sequel', 'Gore', 'Stalking', 'Teenage Girl', 'Super Power', 'Mental Illness', 'Multiple Personality', 'Traumatic Childhood', 'Dissociative Identity Disorder']","['Universal Pictures', 'Blinding Edge Pictures', 'Blumhouse Productions']",['United States of America']
